product_name,product_category,product_type,weight,fragility,fragility_score,current_material,cost_per_unit,co2_emission_kg,recyclability,biodegradability,durability,recommended_material,rec_co2,rec_cost,rec_recyclability,rec_biodegradability
action figure box - eco,Toys & Games,action figure box,2020.0,low,1.0,Cardboard,1.0123,1.7963,0.8402,0.794,0.5683,Bamboo,0.606,6.4639,0.6,0.95
industrial tape roll,Industrial,industrial tape roll,9026.4,medium,2.0,Plastic (HDPE),6.4088,30.9798,0.7625,0.0516,,Steel (Tinplate),27.0791,12.6369,0.88,0.02
baby toy packaging,Toys & Games,baby toy packaging,2835.6,low,1.0,Plastic (PET),2.2166,11.4421,0.7185,0.0501,0.8339,Recycled Plastic,5.1041,2.8356,0.9,0.1
vase packaging,household,vase packaging,3914.4,high,3.0,Glass,6.8342,4.8931,1.0,0.0917,0.8327,Recycled Plastic,7.046,3.9144,0.9,0.1
pesticide container,Agriculture,pesticide container,17913.9,low,1.0,Kraft Paper,7.1272,12.9103,0.9325,0.8031,0.4521,Bamboo,5.3742,57.3244,0.6,0.95
herb packaging,Fresh Produce,herb packaging,2027.7,medium,2.0,Kraft Paper,0.8808,1.3434,0.8119,0.8896,0.4678,Seaweed Film,0.1014,8.922,0.45,0.98
LEGO_box,Toys & Games,LEGO box,0.879 kg,medium,2.0,Styrofoam (EPS),0.3413,,0.1012,0.0102,0.6142,Recycled Cardboard,0.4393,0.5272,0.92,0.82
berry punnet,Fresh Produce,berry punnet,1.769 kg,high,3.0,Plastic (PET),1.4311,6.5876,0.7205,0.0502,0.7691,Kraft Paper,1.2384,0.7076,0.85,0.88
toy car box,Toys & Games,toy car box,2787.7,medium,2.0,Styrofoam (EPS),1.1758,8.6717,,0.01,0.6287,Bamboo,0.8363,8.9206,0.6,0.95
bandage box,pharmaceuticals,bandage box,46.9,medium,2.0,Glass,,0.0604,0.9391,0.0918,0.8823,Bioplastic (PLA),0.0375,0.1312,0.3,0.85
coffee bag,Food & Beverage,coffee bag,1518.2,medium,2.0,paperboard,0.7716,1.3263,0.9351,0.7332,0.531,Bioplastic (PLA),1.2146,4.2509,0.3,0.85
moisturizer jar,Cosmetics,moisturizer jar,316.7,medium,2.0,Aluminum,0.6853,2.7923,0.9103,0.0194,0.9363,Glass,0.3801,0.5701,0.95,0.1
vitamin bottle,Pharmaceuticals,vitamin bottle,0.268 kg,medium,2.0,Plastic (HDPE),0.1823,0.9248,0.7799,,0.8519,Glass,0.3212,0.4818,0.95,0.1
Premium board game box,Toys & Games,board game box,2387.1,medium,2.0,Styrofoam (EPS),0.9683,8.1764,0.1005,0.01,0.5774,Recycled Plastic,4.2968,2.3871,0.9,0.1
juice carton,Food & Beverage,juice carton,,low,1.0,Aluminum,2.3902,9.0792,0.9372,0.0203,,Glass,1.353,2.0295,0.95,0.1
machine part box,Industrial,machine part box,2.64 kg,high,3.0,Plastic (HDPE),1.8921,9.2185,0.7529,0.0468,0.8923,Recycled Cardboard,1.32,1.584,0.92,0.82
mushroom tray - eco,Fresh Produce,mushroom tray,1265.4,high,3.0,Cardboard,0.6188,1.1282,0.9437,0.7574,0.5784,Mycelium,0.1265,5.0615,0.4,0.99
fruit net bag,Fresh Produce,fruit net bag,0.363 kg,high,3.0,Cardboard,0.1763,0.3169,0.8786,0.7296,,Seaweed Film,0.0181,1.5952,0.45,0.98
shoe box,Fashion & Apparel,shoe box,1477.4,medium,2.0,Plastic (PET),1.0974,5.5723,0.7028,0.0493,0.7857,Bamboo,0.4432,4.7278,0.6,0.95
Makeup Remover Bottle,Cosmetics,makeup remover bottle,66.2,medium,2.0,Plastic (PET),0.0536,0.2493,0.7513,0.0512,0.806,Recycled Aluminum,0.053,0.159,0.95,0.02
Premium medicine bottle,Pharmaceuticals,medicine bottle,127.6,high,3.0,Cardboard,0.0652,0.1145,0.8888,0.791,,Recycled Cardboard,0.0638,0.0766,0.92,0.82
plant pot,Agriculture,plant pot,7236.5,low,1.0,Cardboard,3.3231,6.7253,0.9011,0.7104,0.5726,Bioplastic (PLA),5.7892,20.2622,0.3,0.85
tool packaging,Industrial,tool packaging,4621.9,low,1.0,Cardboard,2.2464,3.8429,0.8966,0.8087,0.5482,Steel (Tinplate),13.8657,6.4707,0.88,0.02
apple tray,Fresh Produce,apple tray,168.7,high,3.0,Kraft Paper,0.0692,0.1125,0.8718,0.9027,0.5367,Bioplastic (PLA),0.1349,0.4723,0.3,0.85
salad bag,Fresh Produce,salad bag,606.0,medium,2.0,Plastic (PET),0.5308,2.4981,0.7256,0.0526,0.807,Seaweed Film,0.0303,2.6665,0.45,0.98
belt packaging,Fashion & Apparel,belt packaging,1.38 kg,medium,2.0,Cardboard,0.651,1.2939,0.9033,0.8041,0.482,Bamboo,0.414,4.416,0.6,0.95
fruit net bag,Fresh Produce,fruit net bag,1882.0,high,3.0,kraft paper,0.785,1.288,0.8591,,0.4539,Mycelium,0.1882,7.5281,0.4,0.99
pill box,Pharmaceuticals,pill box,,high,3.0,soda-lime glass,0.2257,0.1652,1.0,0.0942,0.9098,Bioplastic (PLA),0.1085,0.3798,0.3,0.85
moisturizer jar,Cosmetics,moisturizer jar,,high,,Plastic (PET),0.0257,0.1139,0.7529,0.0511,0.7976,Recycled Aluminum,0.0256,0.0769,0.95,0.02
perfume bottle,Cosmetics,perfume bottle,472.9,medium,2.0,Glass,0.8937,0.5369,1.0,0.0944,0.8629,Recycled Aluminum,0.3783,1.135,0.95,0.02
salad bag,Fresh Produce,salad bag,904.4,medium,2.0,Plastic (PET),413.38,168.96,0.7015,0.0517,0.8556,Bioplastic (PLA),0.7235,2.5324,0.3,0.85
deodorant stick,Cosmetics,deodorant stick,54.5,medium,2.0,Plastic (PET),0.0448,0.2098,0.7323,0.051,0.7469,Bioplastic (PLA),0.0436,0.1525,0.3,0.85
shirt packaging,Fashion & Apparel,shirt packaging,,low,1.0,Cardboard,0.7404,1.3508,0.9016,0.7303,0.4908,Recycled Cardboard,0.7251,0.8701,0.92,0.82
deodorant_stick,Cosmetics,deodorant stick,172.3,medium,2.0,Glass,0.3024,0.2017,1.0,0.1015,0.957,Recycled Plastic,0.3102,0.1723,0.9,0.1
Board Game Box,Toys & Games,board game box,960.7,low,1.0,Plastic (PET),0.7382,3.8256,0.7212,0.0466,0.8281,Recycled Cardboard,0.4804,0.5764,0.92,0.82
canned_beans,Food & Beverage,canned beans,476.7,low,1.0,Cardboard,0.2275,0.446,0.9417,0.6974,0.5661,Bioplastic (PLA),0.3814,1.3349,0.3,0.85
Shoe Box,Fashion & Apparel,shoe box,0.69 kg,low,1.0,Cardboard,179.85,54.07,0.8207,,0.5547,Kraft Paper,0.4829,0.2759,0.85,0.88
medicine bottle,Pharmaceuticals,medicine bottle,108.3,,2.0,Cardboard,0.0561,0.0972,,0.7803,0.5267,Recycled Cardboard,0.0541,0.065,0.92,0.82
makeup remover bottle,Cosmetics,makeup remover bottle,0.235 kg,high,3.0,Glass,0.4286,0.2707,0.9616,0.0975,0.8788,Bioplastic (PLA),0.1882,0.6587,0.3,0.85
Compost Bag,Agriculture,compost bag,21.361 kg,low,1.0,Cardboard,10.1007,20.5418,0.9352,0.7855,0.5252,Bamboo,6.4084,68.3562,0.6,0.95
shoe box,Fashion & Apparel,shoe box,1477.4,medium,2.0,Plastic (PET),1.0974,5.5723,0.7028,0.0493,0.7857,Bamboo,0.4432,4.7278,0.6,0.95
salad bag,Fresh Produce,salad bag,299.0,high,3.0,Plastic (PET),0.242,1.1763,0.7543,0.0507,0.7755,Bioplastic (PLA),0.2392,0.8371,0.3,0.85
belt packaging,Fashion & Apparel,belt packaging,777.7,medium,2.0,Wood,2.0645,,0.7212,0.8823,0.8019,Kraft Paper,0.5444,0.3111,0.85,0.88
board game box,Toys & Games,board game box,1197.1,medium,2.0,Styrofoam (EPS),0.4839,4.1627,0.101,0.0095,0.607,Recycled Cardboard,0.5985,0.7182,0.92,0.82
jeans packaging,Fashion & Apparel,jeans packaging,243.2,medium,2.0,Plastic (PET),0.1871,0.8828,0.7034,,0.8134,Kraft Paper,0.1703,0.0973,0.85,0.88
monitor box - eco,Electronics,monitor box,5922.9,medium,2.0,Styrofoam (EPS),2.2758,19.0153,0.0969,0.0099,0.5858,Hemp Fiber,1.1846,20.1379,0.65,0.96
soil bag (imported),Agriculture,soil bag,,low,,Cardboard,10.7434,19.4838,,0.7808,0.5482,Bioplastic (PLA),16.4711,57.6488,0.3,0.85
baby toy packaging,Toys & Games,baby toy packaging,0.917 kg,low,1.0,Plastic (PET),0.7079,3.2584,0.6869,0.0531,0.7842,Bamboo,0.275,2.9336,0.6,0.95
EYE DROPS BOTTLE,Pharmaceuticals,eye drops bottle,53.1,high,3.0,Cardboard,0.023,,0.803,0.7433,0.5523,Recycled Cardboard,0.0266,0.0319,0.92,0.82
handbag packaging,Fashion & Apparel,handbag packaging,587.6,medium,,Plastic (PET),0.4587,2.2718,0.6957,0.0501,0.7565,Kraft Paper,0.4113,0.2351,0.85,0.88
conditioner bottle,Cosmetics,conditioner bottle,253.7,high,3.0,Glass,0.4687,0.3052,0.9467,0.1024,0.9029,Recycled Plastic,0.4566,0.2537,0.9,0.1
Detergent Bottle,Household,detergent bottle,3515.5,high,3.0,Glass,6.6038,4.0567,0.9587,0.1109,0.8636,Glass,4.2186,6.3278,0.95,0.1
fertilizer bag,Agriculture,fertilizer bag,1224.7,low,1.0,Cardboard,0.6032,,0.9156,0.7281,,Bioplastic (PLA),0.9797,3.4291,0.3,0.85
headphone case,Electronics,headphone case,6655.1,medium,2.0,Plastic (PET),,22.1291,0.67,0.0459,0.8409,Hemp Fiber,1.331,22.6275,0.65,0.96
inhaler box,Pharmaceuticals,inhaler box,110.1,medium,2.0,Cardboard,0.0532,0.0973,0.9127,0.7432,0.5321,Glass,0.1321,0.1981,0.95,0.1
plate packaging,Household,plate packaging,,low,1.0,Glass,3.5379,2.1897,0.995,0.0961,0.9183,Glass,2.2331,3.3496,0.95,0.1
conditioner bottle,Cosmetics,conditioner bottle,0.422 kg,medium,2.0,Aluminum,,3.3122,0.9294,0.0188,0.9312,Bioplastic (PLA),0.3376,1.1816,0.3,0.85
fruit net bag,Fresh Produce,fruit net bag,491.4,medium,2.0,Cardboard,0.2392,0.4982,0.8585,0.7892,,Mycelium,0.0491,1.9658,0.4,0.99
hair spray can,Cosmetics,hair spray can,376.2,medium,2.0,Plastic (PET),0.3155,1.4364,0.6947,0.0492,0.7843,Bioplastic (PLA),0.3009,1.0533,0.3,0.85
fertilizer bag,Agriculture,fertilizer bag,13897.3,low,1.0,Kraft Paper,5.3326,9.976,0.9138,0.9395,0.4395,Kraft Paper,9.7281,5.5589,0.85,0.88
vitamin bottle,Pharmaceuticals,vitamin bottle,288.7,medium,2.0,Cardboard,0.135,0.2833,0.7985,0.7453,0.5504,Recycled Cardboard,0.1444,0.1732,0.92,0.82
cutlery set box,Household,cutlery set box,1716.0,high,3.0,Plastic (HDPE),1.2416,5.9335,0.8212,0.0497,0.8086,Recycled Cardboard,0.858,1.0296,0.92,0.82
building blocks box,Toys & Games,building blocks box,1751.2,low,1.0,Plastic (PET),1.4256,6.8972,0.7323,0.0493,0.7513,Recycled Cardboard,0.8756,1.0507,0.92,0.82
tie box,Fashion & Apparel,tie box,649.3,medium,2.0,Wood,1.612,0.3026,0.6663,0.8432,0.8901,Recycled Cardboard,0.3246,0.3896,0.92,0.82
seed packet,Agriculture,seed packet,19194.4,low,1.0,Plastic (HDPE),14.285,67.5355,0.7183,0.0514,0.8585,Kraft Paper,13.4361,7.6777,0.85,0.88
seed packet,Agriculture,seed packet,16307.8,low,1.0,Cardboard,8.6748,14.7631,0.854,0.7705,0.5444,Hemp Fiber,3.2616,55.4466,0.65,0.96
olive oil bottle,Food & Beverage,olive oil bottle,674.0,low,1.0,Steel (Tinplate),0.9362,1.9954,0.8268,0.0216,1.0,Bioplastic (PLA),0.5392,1.8872,0.3,0.85
perfume_bottle,Cosmetics,perfume bottle,481.8,high,3.0,Aluminum,1.0906,3.9474,0.9255,0.019,1.0,Bamboo,0.1445,1.5416,0.6,0.95
bandage box,Pharmaceuticals,bandage box,192.6,medium,2.0,Cardboard,0.1027,,0.8415,0.7735,0.5423,Bioplastic (PLA),0.1541,0.5394,0.3,0.85
injection packaging (imported),Pharmaceuticals,injection packaging,254.8,high,3.0,Glass,0.4397,0.3105,0.9631,0.106,0.8732,Recycled Cardboard,0.1274,0.1529,0.92,0.82
memory card case,Electronics,memory card case,830.5,high,3.0,Styrofoam (EPS),,2.6843,0.0981,0.011,,Hemp Fiber,0.1661,2.8237,0.65,0.96
serum bottle,Cosmetics,serum bottle,0.279 kg,high,3.0,Glass,0.4835,0.3254,0.8965,0.0998,0.8336,Glass,0.3344,0.5016,0.95,0.1
Garden Tool Box,Agriculture,garden tool box,19229.7,low,1.0,Kraft Paper,7.4312,13.7704,0.9356,0.886,0.4418,Hemp Fiber,3.8459,65.3809,0.65,0.96
water bottle,Food & Beverage,water bottle,1202.2,medium,2.0,Plastic (PET),0.9556,4.1343,0.6702,0.0523,0.8314,Glass,1.4426,2.1639,0.95,0.1
belt packaging,Fashion & Apparel,belt packaging,1418.8,medium,2.0,Plastic (PET),1.1305,5.3669,0.7219,0.0473,0.7713,Recycled Cardboard,0.7094,0.8513,0.92,0.82
accessory pouch,Fashion & Apparel,accessory pouch,1291.7,low,,Plastic (PET),0.9361,4.8769,0.7002,0.0502,0.8064,Kraft Paper,0.9042,0.5167,0.85,0.88
ketchup bottle,Food & Beverage,ketchup bottle,1164.7,medium,2.0,Glass,2.3202,1.4265,,0.1083,,Bioplastic (PLA),0.9317,3.261,0.3,0.85
mascara tube,Cosmetics,mascara tube,290.1,,2.0,Glass,0.4998,0.359,0.8991,0.1024,0.8899,Recycled Aluminum,0.2321,0.6962,0.95,0.02
moisturizer jar (imported),Cosmetics,moisturizer jar,212.1,high,3.0,Plastic (HDPE),0.149,0.7452,,0.053,0.8464,Bioplastic (PLA),0.1697,0.594,0.3,0.85
conditioner bottle,Cosmetics,conditioner bottle,74.8,medium,2.0,Aluminum,0.1617,,0.9181,0.02,0.9119,Glass,0.0897,0.1346,0.95,0.1
compost bag,Agriculture,compost bag,9073.8,low,1.0,Plastic (HDPE),6.4944,29.8815,0.8282,0.0475,0.8346,Kraft Paper,6.3516,3.6295,0.85,0.88
paint can,Industrial,paint can,18567.4,medium,2.0,Wood,46.2242,9.6593,0.6831,0.8212,,Recycled Cardboard,9.2837,11.1404,0.92,0.82
tea box - eco,Food & Beverage,tea box,0.169 kg,medium,2.0,Plastic (PET),0.1369,0.5673,0.7332,0.0499,0.7738,Recycled Cardboard,0.0847,0.1017,0.92,0.82
wine bottle,Food & Beverage,wine bottle,1.891 kg,,1.0,Plastic (PET),1.4544,7.0155,0.7779,0.0506,0.8254,Recycled Cardboard,0.9455,1.1346,0.92,0.82
soil bag,Agriculture,soil bag,21940.9,low,1.0,Plastic (HDPE),15.1013,74.7544,0.7628,0.0539,0.8863,Bioplastic (PLA),17.5527,61.4345,0.3,0.85
mouse box,Electronics,mouse box,7454.4,high,3.0,Plastic (PET),6.8363,27.5544,0.6842,0.0477,0.7774,Recycled Cardboard,3.7272,4.4726,0.92,0.82
melon wrap,Fresh Produce,melon wrap,2.305 kg,high,3.0,Kraft Paper,0.8936,1.6252,0.856,0.9499,0.4656,Bioplastic (PLA),1.8439,6.4537,0.3,0.85
inhaler box,Pharmaceuticals,inhaler box,149.9,medium,2.0,Plastic (HDPE),0.1093,0.5385,0.7957,0.0526,0.8871,Glass,0.1798,0.2697,0.95,0.1
BERRY PUNNET,Fresh Produce,berry punnet,1559.2,high,3.0,Plastic (PET),1.2687,6.2559,0.7364,0.0514,0.8179,Kraft Paper,1.0914,0.6237,0.85,0.88
memory card case,Electronics,memory card case,2143.7,high,3.0,Plastic (PET),1.6911,8.2103,0.7665,0.0511,0.8524,Recycled Cardboard,1.0718,1.2862,0.92,0.82
safety equipment box,Industrial,safety equipment box,8123.3,low,1.0,Wood,20.405,3.7112,0.7418,0.7608,0.8303,Recycled Aluminum,6.4986,19.4958,0.95,0.02
doll packaging (imported),Toys & Games,doll packaging,1240.2,low,1.0,Styrofoam (EPS),0.5008,4.2853,0.1097,0.0105,0.5804,Recycled Cardboard,0.6201,0.7441,0.92,0.82
water bottle,Food & Beverage,water bottle,,medium,2.0,Glass,,2.0164,0.9428,0.099,0.951,Bioplastic (PLA),1.3383,4.684,0.3,0.85
router box,Electronics,router box,,medium,2.0,Cardboard,0.3235,0.5603,0.8376,0.769,0.53,Hemp Fiber,0.1312,2.231,0.65,0.96
chemical drum,Industrial,chemical drum,7844.7,medium,2.0,Wood,18.7641,3.65,0.6574,0.8064,0.8121,Recycled Cardboard,3.9223,4.7068,0.92,0.82
lubricant container,industrial,lubricant container,7451.0,,3.0,Steel (Tinplate),10.6339,19.4127,0.8758,0.0195,,Recycled Cardboard,3.7255,4.4706,0.92,0.82
sunscreen tube,COSMETICS,sunscreen tube,412.3,medium,2.0,Plastic (PET),0.3268,1.5277,0.6844,0.0499,,Recycled Plastic,0.7421,0.4123,0.9,0.1
bread bag,Food & Beverage,bread bag,959.7,low,1.0,Glass,1.7855,1.1473,,0.0922,0.9368,Bioplastic (PLA),0.7678,2.6873,0.3,0.85
bread bag,Food & Beverage,bread bag,1897.5,medium,2.0,Aluminum,4.0571,16.645,0.9104,0.0183,0.9117,Recycled Cardboard,0.9487,1.1385,0.92,0.82
handbag packaging,Fashion & Apparel,handbag packaging,0.332 kg,low,1.0,Plastic (PET),0.2639,1.316,,0.0497,,Bamboo,0.0997,1.063,0.6,0.95
cleaning_spray,Household,cleaning spray,2.073 kg,high,3.0,Styrofoam (EPS),0.85,6.8502,0.1073,0.0105,0.6646,Recycled Plastic,3.7319,2.0733,0.9,0.1
remote control toy box,Toys & Games,remote control toy box,2.162 kg,low,1.0,Styrofoam (EPS),0.8886,,0.0963,0.0098,0.5512,Bamboo,0.6486,6.9179,0.6,0.95
compost bag,Agriculture,compost bag,22027.6,,1.0,Kraft Paper,8.6419,15.7021,0.8586,0.8792,0.428,Bioplastic (PLA),17.6221,61.6774,0.3,0.85
Shirt Packaging,Fashion & Apparel,shirt packaging,669.8,low,1.0,Wood,1.8258,0.3445,0.6884,0.7755,0.8039,Recycled Cardboard,0.3349,0.4019,0.92,0.82
monitor box,Electronics,monitor box,,,,Plastic (PET),,21.9286,,0.0482,0.8662,Hemp Fiber,1.221,20.7573,0.65,0.96
garden tool box,Agriculture,garden tool box,16992.0,low,1.0,Cardboard,8.3039,13.848,0.7733,0.6906,,Bioplastic (PLA),13.5936,47.5776,0.3,0.85
inhaler box,Pharmaceuticals,inhaler box,28.3,,3.0,Glass,0.051,0.0382,0.9195,0.1141,0.8406,Recycled Cardboard,0.0141,0.017,0.92,0.82
LEGO box,Toys & Games,LEGO box,2908.6,medium,2.0,Styrofoam (EPS),1.1716,10.1746,0.0902,0.0094,0.5944,Recycled Plastic,5.2355,2.9086,0.9,0.1
cereal box,Food & Beverage,cereal box,671.5,medium,2.0,Steel (Tinplate),1.0189,2.0165,,0.0198,1.0,Recycled Cardboard,0.3358,0.4029,0.92,0.82
conditioner bottle,Cosmetics,conditioner bottle,313.6,high,3.0,Plastic (HDPE),,1.0305,0.7445,0.0489,0.9117,Glass,0.3763,0.5644,0.95,0.1
Plant Pot,agriculture,plant pot,16689.8,low,1.0,Plastic (HDPE),366.96,179.01,0.7661,0.0493,0.7956,Bioplastic (PLA),13.3518,46.7313,0.3,0.85
foundation btl,Cosmetics,foundation bottle,492.2,high,3.0,Aluminum,,4.1428,0.8956,0.0194,0.9728,Recycled Plastic,0.8859,0.4922,0.9,0.1
LEGO box,Toys & Games,LEGO box,,low,1.0,Styrofoam (EPS),,1.3018,0.0979,0.0106,0.5439,Recycled Cardboard,0.1861,0.2233,0.92,0.82
headphone case,Electronics,headphone case,4972.7,medium,2.0,Styrofoam (EPS),273.11,156.67,0.105,0.0096,0.555,Bamboo,1.4918,15.9127,0.6,0.95
compost bag,Agriculture,compost bag,24312.3,low,1.0,Kraft Paper,9.9032,17.5884,0.8101,0.8574,0.4262,Bioplastic (PLA),19.4498,68.0743,0.3,0.85
TV box,Electronics,TV box,5171.3,medium,2.0,Cardboard,2.701,4.2255,0.854,0.7762,0.5507,Mycelium,0.5171,20.6852,0.4,0.99
watch box,Fashion & Apparel,watch box,1.497 kg,medium,2.0,Cardboard,0.6924,1.3067,0.8795,0.7435,0.538,Recycled Cardboard,0.7483,0.898,0.92,0.82
toy car box,Toys & Games,toy car box,1862.4,low,1.0,Styrofoam (EPS),196.74,193.52,,0.0103,0.5692,Recycled Cardboard,0.9312,1.1175,0.92,0.82
USB cable box,Electronics,USB cable box,2067.4,medium,2.0,Styrofoam (EPS),0.7866,6.8286,0.1065,0.0103,0.5834,Mycelium,0.2067,8.2697,0.4,0.99
hard drive box,Electronics,hard drive box,1873.7,high,3.0,Cardboard,0.9046,1.6852,0.8583,0.8041,0.5154,Hemp Fiber,0.3747,6.3707,0.65,0.96
detergent bottle,Household,detergent bottle,731.9,,1.0,Cardboard,0.3506,0.6894,0.8664,0.7624,0.5768,Bioplastic (PLA),0.5856,2.0494,0.3,0.85
building blocks box,Toys & Games,building blocks box,1327.9,medium,2.0,Styrofoam (EPS),0.4945,4.1693,0.0969,0.0104,0.6286,Bamboo,0.3984,4.2494,0.6,0.95
medicine bottle,Pharmaceuticals,medicine bottle,98.9,high,3.0,Cardboard,0.0521,0.0914,0.8639,0.7185,0.5213,Recycled Cardboard,0.0494,0.0593,0.92,0.82
gaming console box,Electronics,gaming console box,7574.6,high,3.0,Cardboard,3.5496,6.6543,0.8744,0.729,0.4694,Bamboo,2.2724,24.2386,0.6,0.95
vase packaging,Household,vase packaging,3463.1,low,1.0,Cardboard,,3.135,0.8137,0.6763,0.5339,Glass,4.1557,6.2336,0.95,0.1
Seed Packet,Agriculture,seed packet,7.832 kg,,1.0,Cardboard,3.9071,7.1143,0.8479,0.7429,0.555,Kraft Paper,5.4821,3.1326,0.85,0.88
egg carton,Food & Beverage,egg carton,1195.5,low,1.0,Aluminum,2.6155,9.244,0.883,0.0196,0.9304,Recycled Plastic,2.1519,1.1955,0.9,0.1
power bank box,Electronics,power bank box,3.249 kg,high,3.0,Styrofoam (EPS),1.2455,,0.1071,0.01,0.5734,Hemp Fiber,0.6499,11.0483,0.65,0.96
beer bottle,food & beverage (imported),beer bottle,227.9,medium,,Glass,0.4093,0.2878,0.9824,0.1001,0.9013,Glass,0.2734,0.4102,0.95,0.1
Premium canned beans,Food & Beverage,canned beans,1.939 kg,low,1.0,Glass,3.4103,2.387,0.9859,0.093,0.9474,Glass,2.3272,3.4908,0.95,0.1
trash bag roll,Household,trash bag roll,1728.9,low,1.0,Cardboard,0.8593,1.5376,0.8315,0.7808,0.5551,Glass,2.0746,3.112,0.95,0.1
TV box,Electronics,TV box,,high,3.0,Styrofoam (EPS),1.6378,13.8873,0.1025,0.0094,0.5354,Bamboo,1.3525,14.4267,0.6,0.95
cleaning spray,Household,cleaning spray,2986.8,low,1.0,Styrofoam (EPS),1.2674,9.6976,0.1076,0.0105,0.5871,Glass,3.5841,5.3762,0.95,0.1
compost bag,Agriculture,compost bag,4733.0,low,1.0,Cardboard,2.373,4.4614,0.8986,0.7325,0.5399,Kraft Paper,3.3131,1.8932,0.85,0.88
cereal box - eco,Food & Beverage,cereal box,1692.8,low,1.0,Cardboard,0.89,1.4908,0.8652,0.7183,0.5755,Recycled Plastic,3.047,1.6928,0.9,0.1
fruit net bag,Fresh Produce,fruit net bag,2379.2,medium,2.0,paperboard,1.2767,2.0222,0.9239,0.7605,0.5984,Seaweed Film,0.119,10.4685,0.45,0.98
BATTERY PACKAGING,Industrial,battery packaging,5335.6,medium,2.0,Plastic (HDPE),3.7426,18.7688,0.7889,0.0508,0.9128,Steel (Tinplate),16.0069,7.4699,0.88,0.02
compost bag,Agriculture,compost bag,13577.5,,1.0,Kraft Paper,5.2383,9.2123,0.8916,0.8196,0.4862,Bioplastic (PLA),10.862,38.017,0.3,0.85
vase packaging,Household,vase packaging,,low,1.0,Glass,0.4508,,0.8978,0.0969,0.8322,Glass,0.2866,0.4299,0.95,0.1
power bank box,Electronics,power bank box,7010.5,medium,2.0,Styrofoam (EPS),2.8091,23.7289,0.0902,0.0103,0.6243,Mycelium,0.7011,28.0421,0.4,0.99
board game box,Toys & Games,board game box,0.124 kg,low,1.0,Styrofoam (EPS),0.0488,0.3863,0.1027,0.01,0.5745,Recycled Cardboard,0.0622,0.0747,0.92,0.82
vegetable clamshell,Fresh Produce,vegetable clamshell,1.765 kg,high,3.0,Kraft Paper,0.6845,1.2239,0.7563,0.9195,0.4787,Kraft Paper,1.2352,0.7059,0.85,0.88
eyeshadow palette,Cosmetics,eyeshadow palette,172.8,high,3.0,Glass,0.3107,0.1875,0.9529,0.1123,0.8913,Recycled Plastic,0.3111,0.1728,0.9,0.1
paint can,Industrial,paint can,,medium,2.0,Wood,13.3992,2.4056,0.6473,0.8304,0.8535,Recycled Cardboard,2.5875,3.105,0.92,0.82
tea box,Food & Beverage,tea box,1.098 kg,,2.0,Steel (Tinplate),1.5091,3.3417,0.8719,0.0175,,Recycled Plastic,1.9763,1.0979,0.9,0.1
tool packaging,Industrial,tool packaging,16.502 kg,high,3.0,Cardboard,8.4526,15.1118,0.9079,0.7916,0.5613,Recycled Cardboard,8.2508,9.901,0.92,0.82
pesticide container,Agriculture,pesticide container,7348.5,low,1.0,Kraft Paper,2.8843,,0.8365,0.9364,0.4625,Bioplastic (PLA),5.8788,20.5759,0.3,0.85
supplement jar,Pharmaceuticals,supplement jar,69.2,high,3.0,Glass,0.1212,0.0894,,0.0944,0.9556,Recycled Cardboard,0.0346,0.0415,0.92,0.82
pesticide container,Agriculture,pesticide container,17021.5,low,1.0,Kraft Paper,7.1594,12.1713,0.8601,0.8686,0.4456,Bioplastic (PLA),13.6172,47.6603,0.3,0.85
coffee bag,Food & Beverage,coffee bag,974.9,low,1.0,Cardboard,0.4629,0.8642,0.8958,0.7298,0.568,Recycled Plastic,1.7548,0.9749,0.9,0.1
toy car box,Toys & Games,toy car box,,low,1.0,Plastic (PET),2.1971,10.4044,0.691,0.0487,0.7471,Bamboo,0.7811,8.3322,0.6,0.95
trash bag roll,Household,trash bag roll,267.2,low,1.0,Cardboard,0.1383,0.227,0.8809,0.7448,0.5383,Glass,0.3206,0.4809,0.95,0.1
salad bag,Fresh Produce,salad bag,904.4,medium,2.0,Plastic (PET),343.51,198.3,0.7015,0.0517,0.8556,Bioplastic (PLA),0.7235,2.5324,0.3,0.85
paint can - eco,Industrial,paint can,5495.9,medium,2.0,Steel (Tinplate),7.9306,16.3057,0.9133,0.0195,0.9421,Recycled Aluminum,4.3968,13.1903,0.95,0.02
fertilizer bag,Agriculture,fertilizer bag,1333.7,low,1.0,Kraft Paper,0.4883,0.9569,0.8428,0.8442,0.4686,Bioplastic (PLA),1.0669,3.7343,0.3,0.85
battery packaging,Industrial,battery packaging,6256.8,,2.0,Wood,14.1503,3.0811,0.6874,0.7974,0.807,Steel (Tinplate),18.7703,8.7595,0.88,0.02
foundation bottle,Cosmetics,foundation bottle,463.8,high,3.0,aluminum,1.0657,3.5756,0.9332,0.0199,0.9768,Recycled Plastic,0.8349,0.4638,0.9,0.1
charger box,Electronics,charger box,6.884 kg,high,3.0,Cardboard,3.4358,5.9775,0.9579,0.7265,0.5998,Recycled Cardboard,3.4418,4.1302,0.92,0.82
cleaning_spray,Household,cleaning spray,1469.6,medium,2.0,Plastic (HDPE),1.019,,0.792,0.0532,0.8427,Recycled Cardboard,0.7348,0.8817,0.92,0.82
